,id,Time,Tweet
150,1221578464509222913,2023-02-13 19:40:35+00:00,b'RT @ejustin46: BIRD FLU NOT REALLY TRANSMITTABLE TO HUMANS? IS THIS A BAD JOKE?\n#birdflu #AvianFlu\n\nIt was suggested recently that since th\xe2\x80\xa6'
152,1520760410613321728,2023-02-13 19:40:16+00:00,b'RT @realEdwardG: @AGHuff @TaraBull808 I am being discharged from the military for refusing a NEW experimental adenovirus (live-virus) PILL\xe2\x80\xa6'
154,1114836378494349312,2023-02-13 19:40:12+00:00,b'@UnlikelyBot Seasonal Illness is quite often flu. She\xe2\x80\x99s a mean woman who thinks that a woman of 75 is not allowed to be ill.'
155,1333063839605207046,2023-02-13 19:40:03+00:00,b'@ShortlandsPR @sammyanntyler Would you have worked with any type cold/flu? \xf0\x9f\xa4\x94'
157,279739587,2023-02-13 19:39:57+00:00,b'RT @italogarofalo_: O que \xc3\xa9 a vida? A vida \xc3\xa9 uma maravilha! L https://t.co/VQI42dxfYW'
158,2467061000,2023-02-13 19:39:54+00:00,b'@doc_gero Question: when they make the flu shots with mRNA will you continue to do so?'
159,349357132,2023-02-13 19:39:42+00:00,"b'@Momma_JJ Rule out respiratory irritation from indoor fragrances, especially products like air fresheners and dryer\xe2\x80\xa6 https://t.co/HnltadiGTn'"
160,20807337,2023-02-13 19:39:36+00:00,"b'@drclownworldMD @DrAseemMalhotra Exactly, my grandma was told for many years that it was best for her not to take t\xe2\x80\xa6 https://t.co/kSnUtc6YjY'"
162,1593224094,2023-02-13 19:39:19+00:00,"b'Norovirus cases spreading throughout US faster than normal, CDC says https://t.co/taQFJ3WjRs'"
163,1385600132,2023-02-13 19:39:16+00:00,"b'@CaseyStrawn707 @CNN It has a long way to go before it comes even close the the death count of the flu, but it has a good start.'"
164,1578795422663204865,2023-02-13 19:39:15+00:00,"b'Last week was high blood pressure, now have a flu.\nDikasih sakit mulu cooo'"
165,16729488,2023-02-13 19:39:09+00:00,b'An Even Deadlier Pandemic Could Soon Be Here https://t.co/q3ixcLimui'
167,750860767696711684,2023-02-13 19:39:00+00:00,b'My poor peanut has the flu\xe2\x98\xb9\xef\xb8\x8f'
168,7922582,2023-02-13 19:38:56+00:00,b'RT @adriandix: There\xe2\x80\x99s a COVID-19 and flu vaccine clinic open today for all ages at the #DawsonCreek Health Unit. Book an appointment and h\xe2\x80\xa6'
169,1390669327,2023-02-13 19:38:54+00:00,"b'The CDC \xe2\x80\x9crecommends\xe2\x80\x9d that small children get 29 vaccine shots by the time they turn 6, plus shots for flu and covid\xe2\x80\xa6 https://t.co/vHQD91zXlO'"
174,1235814502609776642,2023-02-13 19:38:37+00:00,b'@AjvictoryMD I was actively having a miscarriage whilst also having the flu and my husband still demanded I cooked\xe2\x80\xa6 https://t.co/Q4ELxG3ZbT'
176,1260622295313285120,2023-02-13 19:38:30+00:00,b'RT @DTorcidas: Young Flu chegando nesse momento no Maracan\xc3\xa3. https://t.co/LBCLrvwGkx'
177,177174094,2023-02-13 19:38:21+00:00,"b'Chinese spy balloons, Chinese lasers, Marburg virus outbreak in Africa, H5N1 bird flu killing wildlife all over the\xe2\x80\xa6 https://t.co/OYe753pYs9'"
178,494271016,2023-02-13 19:38:10+00:00,"b""@shellacsister We feel the same. I'm just waiting impatiently for some clown to make a comment.\nWe've also decided\xe2\x80\xa6 https://t.co/w69vAa7PjQ"""
180,20153216,2023-02-13 19:38:00+00:00,"b""Oh here we go ... building a case for another load of injections and boosters of the British population? \n'Bird flu\xe2\x80\xa6 https://t.co/X34bFE9cXf"""
182,895401024592203780,2023-02-13 19:37:52+00:00,b'@SaysGareth I failed due to illness too! I had resolved to journal every day but then we all got the flu and my str\xe2\x80\xa6 https://t.co/jlOAF8637h'
186,3730158073,2023-02-13 19:37:46+00:00,"b'RT @PublishedReport: According to a joint statement by the CDC and FDA, an increased risk of stroke has been found among those who have rec\xe2\x80\xa6'"
188,2728650155,2023-02-13 19:37:40+00:00,"b'Pqp! N\xc3\xa3o me canso de falar desse gol contra o Flu. Foi lindo demais, vei https://t.co/6UaqK475s2'"
189,1523521550489640960,2023-02-13 19:37:38+00:00,b'RT @DrLoupis: Raise your hand if you are more afraid of the WHO than the \xe2\x80\x9cbird flu\xe2\x80\x9d.'
190,1602560676962406400,2023-02-13 19:37:31+00:00,b'Flu \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8'
191,1117778176497864705,2023-02-13 19:37:24+00:00,b'@ScepticalAussie @AlexBerenson No we didn\xe2\x80\x99t. We were only told that. What I saw was that a flu like upper respirato\xe2\x80\xa6 https://t.co/3XvvG3gBKD'
198,1523468624777916418,2023-02-13 19:36:49+00:00,b'RT @Heleno_Vive: https://t.co/YaTkuo2Lna'
199,309433293,2023-02-13 19:36:47+00:00,"b""@ChronicBabak @offbeatorbit @dirtydancing2HN How do you know flu doesn't cause sequelae at the same rate per infect\xe2\x80\xa6 https://t.co/TDuqOwaMU3"""
201,80341066,2023-02-13 19:36:44+00:00,"b'RT @sunfluencer: During the Spanish Flu pandemic, patients were brought outside to be exposed to sunlight. Guess why... https://t.co/Bw8hr3\xe2\x80\xa6'"
202,1546350006650617862,2023-02-13 19:36:37+00:00,b'RT @Kyahibatau: Seasonal flu ki trha seasonal waves of sadness aa raha hai .'
204,74998279,2023-02-13 19:36:24+00:00,b'@jennyeclair I was told years ago by a consultant dr when I was Nursing never to waste money on flu remedies and ru\xe2\x80\xa6 https://t.co/Lo0Jnm2vUl'
206,155684926,2023-02-13 19:36:17+00:00,"b'@dahboo7 Trains being derailed releasing toxic chemicals into vast swaths of our country, half million egg-laying c\xe2\x80\xa6 https://t.co/IXzCwElkQG'"
207,3302758070,2023-02-13 19:36:15+00:00,"b'@ForestServiceNW Howdy,\nwe might of met during the Oregon Gathering...\nHelp-out with situations, Fire-Watch Patrols\xe2\x80\xa6 https://t.co/hYJQiLssAP'"
208,922987098310938625,2023-02-13 19:36:13+00:00,b'This cold/flu is kicking my butt \xf0\x9f\x98\x92'
210,23202481,2023-02-13 19:36:09+00:00,b'@BohemianAtmosp1 No such thing as long covid.\n\nWe never had long flu either.'
211,1256255021945143296,2023-02-13 19:36:08+00:00,b'KKKKKKKKKKKKKKK senti vergonha pela torcida do flu https://t.co/kvsnlocsj8'
213,1462376129877065730,2023-02-13 19:36:02+00:00,"b'@maxwoody84 Get well soon. I literally, saw a post before yours saying they also got a flu like illness. Geez.'"
214,1473477337593298949,2023-02-13 19:35:59+00:00,b'sad i have the flu &lt;/3'
217,1567987428752867331,2023-02-13 19:35:57+00:00,"b""@VigilantFox Let them I won't take the flu shot either."""
218,2466624019,2023-02-13 19:35:55+00:00,b'Covid isn\xe2\x80\x99t gone! Get your bivalent boosters (and flu shot \xe2\x80\x94 it\xe2\x80\x99s not too late!) ((excuse my dirty mirror)) https://t.co/j0nhsFkbAn'
219,1213174050014449664,2023-02-13 19:35:53+00:00,"b'@BoobyJargon @offbeatorbit @dirtydancing2HN Not really, no, this is based on data. People over 30 get flu 2x per de\xe2\x80\xa6 https://t.co/JlaPZH3GWk'"
220,88470709,2023-02-13 19:35:45+00:00,b'@Jim_Jordan Bird flu balloons?'
221,704693547648360448,2023-02-13 19:35:40+00:00,b'@delaurentiis_br Bel Marques dando aquela gozada com a pirok do flu kkkk'
223,1270453030824132608,2023-02-13 19:35:29+00:00,"b'@MorrisMay @unclebuckQPR One needs a real Pandemic, without inflated Cold, Flu, Cancer, and falling down the ladder\xe2\x80\xa6 https://t.co/2y8eLBccBH'"
224,727624410006474752,2023-02-13 19:35:26+00:00,"b'RT @EstudeVasco: Vasco, com um time de garotos, jogou melhor que o Flu. Infelizmente faltou pontaria, o que sobrou do outro lado.\n\n\xc3\x89 seguir\xe2\x80\xa6'"
226,913889965,2023-02-13 19:35:25+00:00,b'@gabrisanti5 @Caastro007 @collbreno Proporcionalidade. \n\nA torcida do Flu representa muuuuuuuuito mais do que a do\xe2\x80\xa6 https://t.co/Aj466rjnbo'
228,1514265680794865665,2023-02-13 19:35:11+00:00,b'@navree_ Meow. Have you got the flu do you think?'
229,881880695009923072,2023-02-13 19:35:08+00:00,b'@ruaraidh1985 @DrEliDavid Poor baby.. you had the flu!'
230,25168788,2023-02-13 19:35:06+00:00,"b'Respiratory illnesses like flu, COVID-19 and RSV, have sickened a lot of children this winter. Dr. Susanna Block, p\xe2\x80\xa6 https://t.co/f6yhABGzSo'"
232,1606858674596724738,2023-02-13 19:35:01+00:00,"b'@MrsFlowers007 @robbiebaker25 Avian flu was given as the main reason for egg shortages; however, there are myriad o\xe2\x80\xa6 https://t.co/LquDOZZl27'"
233,1483028878318833664,2023-02-13 19:35:00+00:00,b'@pittodriepies @SkyNews Flu??'
235,1450187962910744582,2023-02-13 19:34:46+00:00,"b'Be sure to mask up tomorrow, in order to prevent yourselves from catching flu. It was very dusty and hazy today.'"
236,605715364,2023-02-13 19:34:43+00:00,b'@BIZPACReview Any ideas why the more \xe2\x80\x9cvirulent\xe2\x80\x9d form ever seen of bird flu struck US and Canada last year? A virus\xe2\x80\xa6 https://t.co/Jxi56F9meC'
237,701019610867302401,2023-02-13 19:34:40+00:00,b'@VVuff 1. the ONLY reason this round of avian flu got coverage is because it hit egg prices. Previously outbreaks w\xe2\x80\xa6 https://t.co/2MRFx9POFv'
241,51556467,2023-02-13 19:34:21+00:00,b'@JornalOGlobo 7)  render mais grana  ao FLU'
243,97241603,2023-02-13 19:34:13+00:00,b'\xf0\x9f\x93\xba E a mat\xc3\xa9ria especial do Globo Esporte da vit\xc3\xb3ria do Fluminense sobre o Vasco no cl\xc3\xa1ssico deste domingo voc\xc3\xaa confe\xe2\x80\xa6 https://t.co/BxxtxyZSxE'
244,85902863,2023-02-13 19:34:12+00:00,b'RT @queer_spice: Every! Single! Goddamn! Day! I think about @Imani_Barbarin talking about how the 1918 flu pandemic in part led to the extr\xe2\x80\xa6'
245,753218130491629568,2023-02-13 19:34:05+00:00,"b'\xf0\x9f\x93\x8cEEUU probar\xc3\xa1 vacunas contra el brote de gripe aviar, mientras la administraci\xc3\xb3n Biden eval\xc3\xbaa las vacunas av\xc3\xadcolas\xe2\x80\xa6 https://t.co/bLvmMARY7b'"
246,1546370438661517312,2023-02-13 19:34:00+00:00,"b""@YancyParole //I have the flu and I'm pretty sure it's just my body doing a detox, but other than that I'm doing okay"""
247,1444419776768585733,2023-02-13 19:33:58+00:00,"b'RT @RachelBurch2: Along with hearing bad news I\xe2\x80\x99ve had the flu, god knows how because I don\xe2\x80\x99t go out where there are people ! my partners g\xe2\x80\xa6'"
249,1420370685889814528,2023-02-13 19:33:47+00:00,b'@mattletiss7 mRNA Vax (C19) now awaiting the bird flu pandemic Plus C19 Vax now added to the childhood vaccination\xe2\x80\xa6 https://t.co/5uOBjogiCJ'
255,724620686921183232,2023-02-13 19:33:28+00:00,"b""RT @Fisherlady111: Fear porn from the world hoax organization \n\nWHO warns 'we must prepare' for potential bird flu pandemic - https://t.co/\xe2\x80\xa6"""
256,416599175,2023-02-13 19:33:27+00:00,b'@azkonusunlutfen Flu TV Nevzat Hoca da g\xc3\xbczel anlat\xc4\xb1yor bunu'
257,1612983598461624321,2023-02-13 19:33:22+00:00,"b'RT @MisterSantorini: @CDCgov Injection results in the production of IgG antibodies, which are too large to cross from the blood into the lu\xe2\x80\xa6'"
259,870116134892261376,2023-02-13 19:33:15+00:00,b'@SholaMos1 I had Covid and it was so mild it felt like a seasonal flu. #YouSuck.'
260,1248243965649981442,2023-02-13 19:32:57+00:00,b'@gracelandt0oo got the flu instead tho stunnin'
261,732787392722182144,2023-02-13 19:32:51+00:00,b'RT @DelthiaRicks: Will the bird flu outbreak turn into the next pandemic? And are we prepared? While human infections are still few &amp; far b\xe2\x80\xa6'
262,741304635604885506,2023-02-13 19:32:46+00:00,b'@nchesen1 @JamesMelville My cousin got tested for Covid and showed me her results that she could go back to work.I\xe2\x80\xa6 https://t.co/dDUBx625Br'
265,1583929409501016064,2023-02-13 19:32:43+00:00,b'batuk flu dada sakit pusing dahlah'
266,864157368870854656,2023-02-13 19:32:42+00:00,b'@jusstinray @CalbobSlater @DrEliDavid \xe2\x80\xa6and why the mandates for a vaccine known now to be a bigger problem then the\xe2\x80\xa6 https://t.co/8KneEmmTms'
267,1533803357487472646,2023-02-13 19:32:38+00:00,"b'@SholaMos1 how about she showed the symptoms they reported, flu/cold like, which is first Covid symptom too and the\xe2\x80\xa6 https://t.co/djYz7U51MH'"
268,785272962500988931,2023-02-13 19:32:37+00:00,b'@ge_flu @BaixaEssaPorra'
269,17220917,2023-02-13 19:32:24+00:00,b'Went to the doctor and he said I tested negative for rockineumonia and the boogie-woogie flu but he couldn\xe2\x80\x99t rule o\xe2\x80\xa6 https://t.co/kIuZM7pwpA'
270,1149788722092810240,2023-02-13 19:32:23+00:00,"b'RT @LeoBagno: O que o goleiro tem que fazer, al\xc3\xa9m de ser do Fla, pra ganhar 10 do @ge_flu ? ""F\xc3\xa1bio: Melhor em campo, o goleiro salvou o Flu\xe2\x80\xa6'"
271,231084626,2023-02-13 19:32:05+00:00,"b'Essa arbitragem foi uma merda, jogadores do flu se jogando o tempo todo e o lerd\xc3\xa3o dando falta https://t.co/9J7nocMg9X'"
274,540920131,2023-02-13 19:31:38+00:00,"b""Tis the season to make sure you wash your hands \xf0\x9f\x91\x90\xf0\x9f\x91\x90\xf0\x9f\x8f\xbb\xf0\x9f\x91\x90\xf0\x9f\x8f\xbc\xf0\x9f\x91\x90\xf0\x9f\x8f\xbd\xf0\x9f\x91\x90\xf0\x9f\x8f\xbe\xf0\x9f\x91\x90\xf0\x9f\x8f\xbf OFTEN.  \n\nIt's still cold and flu and COVID season!\xe2\x80\xa6 https://t.co/IZHMfvHTgm"""
275,1104454151243587584,2023-02-13 19:31:34+00:00,b'Can You Get Covid and the Flu at The Same Time? https://t.co/yEqRfW2JVE https://t.co/lSQZ0aT5ee'
279,176776717,2023-02-13 19:31:30+00:00,b'@heathenbog @Blackswansoon @JamesMelville I\xe2\x80\x99ve had worst man flu\xe2\x80\xa6. I fact I\xe2\x80\x99ve had worst headaches'
283,1598050714437226527,2023-02-13 19:31:09+00:00,"b'@DocAhmadMalik Would that include flu, shingles &amp; pneumonia shots for people over 70?'"
284,1184243495055179778,2023-02-13 19:31:01+00:00,b'@alexnatarosMD @katiederosayyj @bcliberals @dockevinmcleod now that VIHA has instructed health care workers not to\xe2\x80\xa6 https://t.co/SdQIGvUph5'
287,1149788722092810240,2023-02-13 19:30:59+00:00,b'@bellesuarez Nunca entendi como n\xc3\xa3o o v\xc3\xaaem como dos melhores zagueiros que j\xc3\xa1 passaram pelo Flu'
290,449952989,2023-02-13 19:30:42+00:00,b'@WickRed20 Something is definitely rife. I popped to the shops this morning to get some cold &amp; flu and the medical\xe2\x80\xa6 https://t.co/lNEHAKVAPk'
291,926777157212188672,2023-02-13 19:30:38+00:00,b'@jaxweakes197412 @SholaMos1 \xf0\x9f\xa4\xa1 she has doctors. At this point EVERY doctor will automatically give you a COVID test\xe2\x80\xa6 https://t.co/aDtOURPqBD'
